summary,population,ethnicity,school_ethnicity,education,school,income,real_estate,employment,cities,adjacent_zip_codes,gardening,climate,cbsa,time_zone
"{'zip_code': '78729', 'name': 'Austin', 'type': 'Standard', 'county': 'Williamson County', 'state': '', 'area_codes': '512,737 ', 'population': '30,907', 'racial_majority': 'White - 64.04%', 'public_school_racial_majority': 'White - 36.50%', 'unemployment_rate': '2.7%', 'median_household_income': '$76,615', 'avg_adjusted_gross_income': '$69,750', 'school_test_performance': '', 'avg_commute_time': '', 'time_zone': 'Central Daylight Time', 'elevation_range': '', 'area': '9 Square Miles', 'coordinates': '30.45837784,-97.75759125'}",{},"{'White': '21,547,64.04%', 'Black': '1,896,5.63%', 'Hispanic': '6,183,18.38%', 'Asian': '3,914,11.63%', 'Native American': '107,0.32%', 'Hawaiian/Pac. Islander': '0,0%'}","{'White': '1,974,38.61%', 'Black': '687,13.44%', 'Hispanic': '1,583,30.96%', 'Asian': '841,16.45%', 'Native American': '23,0.45%', 'Hawaiian/Pac. Islander': '5,0.1%'}","{'Less Than 1 Year of College': '1,399,7.73%', 'Bachelor Degree': '6,122,33.81%', 'High School Diploma': '2,754,15.21%', 'No High School Diploma': '162,0.89%', 'GED or Alternate': '252,1.39%', '1 or More Years of College': '3,790,20.93%', 'Associates Degree': '1,343,7.42%', 'Masters Degree': '1,690,9.33%', 'Professional Degree': '420,2.32%', 'Doctorate Degree': '170,0.94%'}",{},{},{},{},['Austin'],"['78681', '78717', '78727', '78728', '78750', '78759']",{},{},{},"{'Time Zone': 'Central Daylight Time', 'IANA Time Zone': 'America/Chicago', 'Follows DST': '', 'GMT Difference': ''}"
