summary,population,ethnicity,school_ethnicity,education,school,income,real_estate,employment,cities,adjacent_zip_codes,gardening,climate,cbsa,time_zone
"{'zip_code': '78748', 'name': 'Austin', 'type': 'Standard', 'county': 'Travis County', 'state': '', 'area_codes': '512,737 ', 'population': '53,501', 'racial_majority': 'White - 61.39%', 'public_school_racial_majority': 'Hispanic - 64.99%', 'unemployment_rate': '2.7%', 'median_household_income': '$89,480', 'avg_adjusted_gross_income': '$68,540', 'school_test_performance': '', 'avg_commute_time': '', 'time_zone': 'Central Daylight Time', 'elevation_range': '', 'area': '14 Square Miles', 'coordinates': '30.16291237,-97.82289886'}",{},"{'White': '40,507,61.39%', 'Black': '3,276,4.96%', 'Hispanic': '19,473,29.51%', 'Asian': '2,454,3.72%', 'Native American': '278,0.42%', 'Hawaiian/Pac. Islander': '0,0%'}","{'White': '1,672,23.92%', 'Black': '376,5.38%', 'Hispanic': '4,705,67.32%', 'Asian': '209,2.99%', 'Native American': '15,0.21%', 'Hawaiian/Pac. Islander': '12,0.17%'}","{'Less Than 1 Year of College': '1,802,7.12%', 'Bachelor Degree': '7,765,30.66%', 'High School Diploma': '4,341,17.14%', 'No High School Diploma': '399,1.58%', 'GED or Alternate': '761,3.01%', '1 or More Years of College': '5,193,20.51%', 'Associates Degree': '1,972,7.79%', 'Masters Degree': '2,572,10.16%', 'Professional Degree': '275,1.09%', 'Doctorate Degree': '238,0.94%'}",{},{},{},{},"['Austin', 'Manchaca', 'San Leanna', 'Shady Hollow']","['78652', '78739', '78744', '78745', '78747', '78749']",{},{},{},"{'Time Zone': 'Central Daylight Time', 'IANA Time Zone': 'America/Chicago', 'Follows DST': '', 'GMT Difference': ''}"
