summary,population,ethnicity,school_ethnicity,education,school,income,real_estate,employment,cities,adjacent_zip_codes,gardening,climate,cbsa,time_zone
"{'zip_code': '78741', 'name': 'Austin', 'type': 'Standard', 'county': 'Travis County', 'state': '', 'area_codes': '512,737 ', 'population': '46,147', 'racial_majority': 'White - 46.69%', 'public_school_racial_majority': 'Hispanic - 86.67%', 'unemployment_rate': '2.7%', 'median_household_income': '$54,422', 'avg_adjusted_gross_income': '$51,230', 'school_test_performance': '', 'avg_commute_time': '', 'time_zone': 'Central Daylight Time', 'elevation_range': '', 'area': '8 Square Miles', 'coordinates': '30.23020554,-97.71463776'}",{},"{'White': '27,297,46.64%', 'Black': '5,124,8.75%', 'Hispanic': '23,184,39.61%', 'Asian': '2,018,3.45%', 'Native American': '838,1.43%', 'Hawaiian/Pac. Islander': '66,0.11%'}","{'White': '85,3%', 'Black': '223,7.88%', 'Hispanic': '2,477,87.5%', 'Asian': '39,1.38%', 'Native American': '3,0.11%', 'Hawaiian/Pac. Islander': '4,0.14%'}","{'Less Than 1 Year of College': '1,054,6.22%', 'Bachelor Degree': '3,655,21.58%', 'High School Diploma': '4,161,24.57%', 'No High School Diploma': '310,1.83%', 'GED or Alternate': '1,020,6.02%', '1 or More Years of College': '3,849,22.73%', 'Associates Degree': '1,139,6.73%', 'Masters Degree': '1,294,7.64%', 'Professional Degree': '224,1.32%', 'Doctorate Degree': '223,1.32%'}",{},{},{},{},['Austin'],"['78701', '78702', '78704', '78721', '78742', '78744']",{},{},{},"{'Time Zone': 'Central Daylight Time', 'IANA Time Zone': 'America/Chicago', 'Follows DST': '', 'GMT Difference': ''}"
